,0,1,2
440,B15069-1,SimOpt_int_0,4.31616752606598e-12
441,B15069-1,SimOpt_int_short_0,1.0
442,B15074-0,SimOpt_int_0,1.0
443,B15074-0,SimOpt_multispecies_0,9.033032930568089e-13
444,B15089-1,SimOpt_extensive_long_2,0.9999999999999998
445,B15116-0,SimOpt_int_0,0.9999999999999999
446,B15127-0,SimOpt_int_short_0,1.0
447,B15149-0,SimOpt_int_short_0,1.0
448,B15192-0,SimOpt_extensive_long_9,1.0
449,B15203-0,SimOpt_extensive_0,1.0
450,B15203-0,SimOpt_extensive_long_9,7.941163836728136e-12
451,B16013-0,SimOpt_extensive_long_9,0.9999999999999998
452,B16021-0,SimOpt_extensive_long_0,1.0
453,B16069-0,SimOpt_extensive_long_9,1.0
454,B16079-0,SimOpt_int_0,1.0
455,B16116-0,SimOpt_extensive_long_0,9.162623969842273e-13
456,B16116-0,SimOpt_int_0,1.0
457,B16118-0,SimOpt_int_0,1.0
458,B16118-0,SimOpt_int_short_2,1.7034054545449496e-12
459,B16162-0,SimOpt_int_short_0,0.9999999999999999
460,B16164-0,SimOpt_int_short_0,0.9999999999999999
461,B16217-0,SimOpt_ccover_0,1.0
462,B16227-0,SimOpt_extensive_0,6.637347053677087e-13
463,B16227-0,SimOpt_multispecies_0,1.0
464,B17104-0,SimOpt_extensive_long_0,1.0
465,B17153-0,SimOpt_extensive_0,1.197994621330616e-12
466,B17153-0,SimOpt_extensive_2,1.0
467,B18035-0,SimOpt_extensive_long_0,0.9999999999999999
468,B19041-0,SimOpt_extensive_long_0,1.0
469,B19042-1,SimOpt_extensive_0,3.5268482308664027e-12
470,B19042-1,SimOpt_extensive_long_0,0.9999999999999999
471,B19104-0,SimOpt_extensive_0,1.0
472,B19202-0,SimOpt_extensive_long_0,9.19807767988792e-13
473,B19202-0,SimOpt_int_short_0,1.0
474,B19204-2,SimOpt_multispecies_10,1.0
475,B19237-0,SimOpt_int_2,1.0
476,B20014-0,SimOpt_extensive_0,0.9999999999999999
477,B20014-0,SimOpt_int_short_0,2.581468290889826e-12
478,B20169-0,SimOpt_extensive_long_0,1.0
479,B20169-0,SimOpt_int_0,4.5934991260860195e-12
